Input,Input Type,MGI Gene/Marker ID,Symbol,Name,Feature Type,Ensembl ID,Uniprot ID
4930447A16Rik,current symbol,MGI:1922142,4930447A16Rik,RIKEN cDNA 4930447A16 gene,protein coding gene,ENSMUSG00000022288,Q9D5F6
4930447C04Rik,current symbol,MGI:1923051,4930447C04Rik,RIKEN cDNA 4930447C04 gene,protein coding gene,ENSMUSG00000021098,Q9CTN5
4930449I24Rik,current symbol,MGI:1914660,4930449I24Rik,RIKEN cDNA 4930449I24 gene,protein coding gene,ENSMUSG00000079093,
4930451I11Rik,current symbol,MGI:1925368,4930451I11Rik,RIKEN cDNA 4930451I11 gene,protein coding gene,ENSMUSG00000045989,A0A0U1RQ92
4930452B06Rik,current symbol,MGI:1926154,4930452B06Rik,RIKEN cDNA 4930452B06 gene,protein coding gene,ENSMUSG00000021747,Q6P2K3
4930453H23Rik,current symbol,MGI:1921933,4930453H23Rik,RIKEN cDNA 4930453H23 gene,lincRNA gene,ENSMUSG00000087358,
4930453N24Rik,current symbol,MGI:1914859,4930453N24Rik,RIKEN cDNA 4930453N24 gene,protein coding gene,ENSMUSG00000059920,Q3TTL0
4930467E23Rik,current symbol,MGI:1923056,4930467E23Rik,RIKEN cDNA 4930467E23 gene,protein coding gene,ENSMUSG00000096265,
4930468A15Rik,old symbol,MGI:1922237,Cldn34d,claudin 34D,protein coding gene,ENSMUSG00000079525,A2AGU5
4930469G21Rik,current symbol,MGI:1922183,4930469G21Rik,RIKEN cDNA 4930469G21 gene,antisense lncRNA gene,ENSMUSG00000049160,Q9D5B7
4930474N05Rik,current symbol,MGI:3586330,4930474N05Rik,RIKEN cDNA 4930474N05 gene,protein coding gene,ENSMUSG00000096405,Q3V0P0
4930480E11Rik,current symbol,MGI:1922160,4930480E11Rik,RIKEN cDNA 4930480E11 gene,protein coding gene,ENSMUSG00000035651,Q0VG34
4930486L24Rik,current symbol,MGI:1922258,4930486L24Rik,RIKEN cDNA 4930486L24 gene,protein coding gene,ENSMUSG00000050345,Q80UB0
4930502E18Rik,current symbol,MGI:1922263,4930502E18Rik,RIKEN cDNA 4930502E18 gene,protein coding gene,ENSMUSG00000055555,Q14BQ3
4930503B20Rik,current symbol,MGI:1922264,4930503B20Rik,RIKEN cDNA 4930503B20 gene,protein coding gene,ENSMUSG00000090202,
4930503E14Rik,current symbol,MGI:1922204,4930503E14Rik,RIKEN cDNA 4930503E14 gene,protein coding gene,ENSMUSG00000072595,Q9D583
4930503L19Rik,current symbol,MGI:1922045,4930503L19Rik,RIKEN cDNA 4930503L19 gene,protein coding gene,ENSMUSG00000044906,Q8CB14
4930504O13Rik,current symbol,MGI:2685370,4930504O13Rik,RIKEN cDNA 4930504O13 gene,protein coding gene,ENSMUSG00000052642,Q8C5Z9
4930505A04Rik,current symbol,MGI:1922337,4930505A04Rik,RIKEN cDNA 4930505A04 gene,protein coding gene,ENSMUSG00000040919,Q5SPV6
4930506M07Rik,old symbol,MGI:1918903,Shtn1,shootin 1,protein coding gene,ENSMUSG00000041362,Q8K2Q9
4930513O06Rik,current symbol,MGI:1922375,4930513O06Rik,RIKEN cDNA 4930513O06 gene,protein coding gene,ENSMUSG00000031270,Q9D549
4930519F16Rik,current symbol,MGI:1922356,4930519F16Rik,RIKEN cDNA 4930519F16 gene,pseudogene,ENSMUSG00000031325,Q1LZM0
4930519G04Rik,current symbol,MGI:1914843,4930519G04Rik,RIKEN cDNA 4930519G04 gene,protein coding gene,ENSMUSG00000029564,F7BGB3
4930522H14Rik,current symbol,MGI:1914896,4930522H14Rik,RIKEN cDNA 4930522H14 gene,protein coding gene,ENSMUSG00000060491,Q9CPZ3
4930523C07Rik,current symbol,MGI:1914897,4930523C07Rik,RIKEN cDNA 4930523C07 gene,unclassified non-coding RNA gene,ENSMUSG00000090394,E9Q2T4
4930524B15Rik,current symbol,MGI:1914842,4930524B15Rik,RIKEN cDNA 4930524B15 gene,protein coding gene,ENSMUSG00000020299,Q24JP4
4930524N10Rik,current symbol,MGI:1922321,4930524N10Rik,RIKEN cDNA 4930524N10 gene,protein coding gene,ENSMUSG00000059663,Q9D519
4930525M21Rik,old symbol,MGI:3588262,Btg1-ps1,"B cell translocation gene 1, anti-proliferative, pseudogene 1",pseudogene,ENSMUSG00000068173,Q3V0S2
4930538K18Rik,old symbol,MGI:1922430,Tmem269,transmembrane protein 269,protein coding gene,ENSMUSG00000028642,F6SIZ7
4930539E08Rik,current symbol,MGI:1925441,4930539E08Rik,RIKEN cDNA 4930539E08 gene,protein coding gene,ENSMUSG00000048905,Q8CC96
4930544D05Rik,current symbol,MGI:2148639,4930544D05Rik,RIKEN cDNA 4930544D05 gene,protein coding gene,ENSMUSG00000087279,J3KMM3
4930544G11Rik,current symbol,MGI:1914903,4930544G11Rik,RIKEN cDNA 4930544G11 gene,protein coding gene,ENSMUSG00000036463,C0IQA7
4930548H24Rik,current symbol,MGI:1914906,4930548H24Rik,RIKEN cDNA 4930548H24 gene,protein coding gene,ENSMUSG00000029138,Q9D496
4930549C01Rik,old symbol,MGI:1914913,Tex46,testis expressed 46,protein coding gene,ENSMUSG00000036921,Q9CPU3
4930550C14Rik,current symbol,MGI:1922561,4930550C14Rik,RIKEN cDNA 4930550C14 gene,protein coding gene,ENSMUSG00000005131,Q9D4W2
4930550L24Rik,current symbol,MGI:1922602,4930550L24Rik,RIKEN cDNA 4930550L24 gene,protein coding gene,ENSMUSG00000046180,Q99PA7
4930555G01Rik,current symbol,MGI:1922055,4930555G01Rik,RIKEN cDNA 4930555G01 gene,protein coding gene,ENSMUSG00000096197,L7N253
4930557A04Rik,old symbol,MGI:1922521,H2al3,H2A histone family member L3,protein coding gene,ENSMUSG00000048994,Q9D4U4
4930558K02Rik,current symbol,MGI:1922618,4930558K02Rik,RIKEN cDNA 4930558K02 gene,protein coding gene,ENSMUSG00000086277,E0CXC6
4930562C15Rik,current symbol,MGI:1926059,4930562C15Rik,RIKEN cDNA 4930562C15 gene,protein coding gene,ENSMUSG00000022518,E9QMW4
4930563D23Rik,current symbol,MGI:1922578,4930563D23Rik,RIKEN cDNA 4930563D23 gene,protein coding gene,ENSMUSG00000051728,Q8CDS7
4930563E22Rik,current symbol,MGI:1922554,4930563E22Rik,RIKEN cDNA 4930563E22 gene,unclassified non-coding RNA gene,ENSMUSG00000053574,Q8BGJ3
4930564B18Rik,old symbol,MGI:1922522,Erich6b,glutamate rich 6B,protein coding gene,ENSMUSG00000022002,Q9D4S6
4930564D02Rik,current symbol,MGI:1922519,4930564D02Rik,RIKEN cDNA 4930564D02 gene,protein coding gene,ENSMUSG00000051788,Q9D4S4
4930567H17Rik,current symbol,MGI:3588249,4930567H17Rik,RIKEN cDNA 4930567H17 gene,lincRNA gene,ENSMUSG00000073141,Q3V0K5
4930568D16Rik,current symbol,MGI:1923109,4930568D16Rik,RIKEN cDNA 4930568D16 gene,protein coding gene,ENSMUSG00000026882,A2AUQ7
4930571K23Rik,current symbol,MGI:1923111,4930571K23Rik,RIKEN cDNA 4930571K23 gene,lincRNA gene,ENSMUSG00000090457,
4930578C19Rik,current symbol,MGI:1923155,4930578C19Rik,RIKEN cDNA 4930578C19 gene,protein coding gene,ENSMUSG00000037358,Q8C3I9
4930578I06Rik,current symbol,MGI:1915000,4930578I06Rik,RIKEN cDNA 4930578I06 gene,protein coding gene,ENSMUSG00000021961,Q80ZQ3
4930579F01Rik,current symbol,MGI:1914991,4930579F01Rik,RIKEN cDNA 4930579F01 gene,protein coding gene,ENSMUSG00000012042,A0A0G2JEX5
4930579G24Rik,current symbol,MGI:1923189,4930579G24Rik,RIKEN cDNA 4930579G24 gene,protein coding gene,ENSMUSG00000027811,Q3UUX7
4930590J08Rik,current symbol,MGI:2685917,4930590J08Rik,RIKEN cDNA 4930590J08 gene,protein coding gene,ENSMUSG00000034063,Q8CDN1
4930591A17Rik,current symbol,MGI:1915425,4930591A17Rik,RIKEN cDNA 4930591A17 gene,lincRNA gene,ENSMUSG00000039138,Q9CQH6
4930595M18Rik,current symbol,MGI:3045300,4930595M18Rik,RIKEN cDNA 4930595M18 gene,protein coding gene,ENSMUSG00000060673,A2RRY9
4930596D02Rik,current symbol,MGI:3588288,4930596D02Rik,RIKEN cDNA 4930596D02 gene,protein coding gene,ENSMUSG00000041068,Q3V0H9
4931406B18Rik,current symbol,MGI:1921304,4931406B18Rik,RIKEN cDNA 4931406B18 gene,protein coding gene,ENSMUSG00000013353,A0A0B4J1M4
4931406C07Rik,current symbol,MGI:1918234,4931406C07Rik,RIKEN cDNA 4931406C07 gene,protein coding gene,ENSMUSG00000031938,Q91V76
4931406P16Rik,current symbol,MGI:1924311,4931406P16Rik,RIKEN cDNA 4931406P16 gene,protein coding gene,ENSMUSG00000066571,A0A0U1RNZ3
4931408C20Rik,current symbol,MGI:3588222,4931408C20Rik,RIKEN cDNA 4931408C20 gene,protein coding gene,ENSMUSG00000073722,E9PWP9
4931409K22Rik,current symbol,MGI:3045319,4931409K22Rik,RIKEN cDNA 4931409K22 gene,protein coding gene,ENSMUSG00000038199,A6H690
4931414P19Rik,current symbol,MGI:1921609,4931414P19Rik,RIKEN cDNA 4931414P19 gene,protein coding gene,ENSMUSG00000022179,Q8K2W9
4931417E11Rik,current symbol,MGI:1913990,4931417E11Rik,RIKEN cDNA 4931417E11 gene,protein coding gene,ENSMUSG00000056197,Q9CR05
4931423N10Rik,current symbol,MGI:1918231,4931423N10Rik,RIKEN cDNA 4931423N10 gene,protein coding gene,ENSMUSG00000026774,A2ASY2
4931428F04Rik,current symbol,MGI:1921606,4931428F04Rik,RIKEN cDNA 4931428F04 gene,protein coding gene,ENSMUSG00000014837,Q810A5
4931429I11Rik,old symbol,MGI:1918239,Jhy,juvenile hydrocephalus,protein coding gene,ENSMUSG00000032023,E0CX29
4931429L15Rik,current symbol,MGI:1921611,4931429L15Rik,RIKEN cDNA 4931429L15 gene,protein coding gene,ENSMUSG00000056617,E0CYQ9
4931431F19Rik,current symbol,MGI:1918230,4931431F19Rik,RIKEN cDNA 4931431F19 gene,protein coding gene,ENSMUSG00000055643,Q9D4I8
4931440F15Rik,current symbol,MGI:2441689,4931440F15Rik,RIKEN cDNA 4931440F15 gene,protein coding gene,ENSMUSG00000078157,Q8C0T1
4932411E22Rik,old symbol,MGI:2686021,Ankfn1,ankyrin-repeat and fibronectin type III domain containing 1,protein coding gene,ENSMUSG00000047773,A0A140LHQ2
4932411N23Rik,current symbol,MGI:3045322,4932411N23Rik,RIKEN cDNA 4932411N23 gene,protein coding gene,ENSMUSG00000058670,Q8C0S0
4932414N04Rik,current symbol,MGI:1922971,4932414N04Rik,RIKEN cDNA 4932414N04 gene,protein coding gene,ENSMUSG00000079324,A2AQL4
4932416K20Rik,current symbol,MGI:3045271,4932416K20Rik,RIKEN cDNA 4932416K20 gene,lincRNA gene,ENSMUSG00000069925,Q8CDH3
4932418E24Rik,old symbol,MGI:3045295,Ccdc187,coiled-coil domain containing 187,protein coding gene,ENSMUSG00000048038,Q8C5V8
4932429P05Rik,current symbol,MGI:3588287,4932429P05Rik,RIKEN cDNA 4932429P05 gene,protein coding gene,ENSMUSG00000079513,A2ADI4
4932438A13Rik,current symbol,MGI:2444631,4932438A13Rik,RIKEN cDNA 4932438A13 gene,protein coding gene,ENSMUSG00000037270,A2AAE1
4932438H23Rik,current symbol,MGI:1921637,4932438H23Rik,RIKEN cDNA 4932438H23 gene,protein coding gene,ENSMUSG00000039851,Q9D4G1
4932443I19Rik,current symbol,MGI:2685952,4932443I19Rik,RIKEN cDNA 4932443I19 gene,protein coding gene,ENSMUSG00000090336,G3UW36
4933402D24Rik,current symbol,MGI:1921676,4933402D24Rik,RIKEN cDNA 4933402D24 gene,protein coding gene,ENSMUSG00000025961,Q9D4D3
4933402E13Rik,current symbol,MGI:1921687,4933402E13Rik,RIKEN cDNA 4933402E13 gene,protein coding gene,ENSMUSG00000045330,Q9D4D2
4933402J07Rik,current symbol,MGI:3607717,4933402J07Rik,RIKEN cDNA 4933402J07 gene,protein coding gene,ENSMUSG00000069971,Q3V0R6
4933402N03Rik,current symbol,MGI:1914681,4933402N03Rik,RIKEN cDNA 4933402N03 gene,protein coding gene,ENSMUSG00000013668,Q8CDT9
4933402N22Rik,current symbol,MGI:3703021,4933402N22Rik,RIKEN cDNA 4933402N22 gene,protein coding gene,ENSMUSG00000067848,A3KN63
4933402P03Rik,current symbol,MGI:1918293,4933402P03Rik,RIKEN cDNA 4933402P03 gene,protein coding gene,ENSMUSG00000044084,Q8C5U4
4933403O08Rik,current symbol,MGI:1918280,4933403O08Rik,RIKEN cDNA 4933403O08 gene,protein coding gene,ENSMUSG00000079460,A1L0V8
4933405L10Rik,current symbol,MGI:1918296,4933405L10Rik,RIKEN cDNA 4933405L10 gene,protein coding gene,ENSMUSG00000013158,Q9D4A5
4933405O20Rik,current symbol,MGI:2142174,4933405O20Rik,RIKEN cDNA 4933405O20 gene,protein coding gene,ENSMUSG00000084234,Q8BPC6
4933406J08Rik,old symbol,MGI:1921651,Terb2,telomere repeat binding bouquet formation protein 2,protein coding gene,ENSMUSG00000027229,Q9D494
4933406M09Rik,current symbol,MGI:3045320,4933406M09Rik,RIKEN cDNA 4933406M09 gene,protein coding gene,ENSMUSG00000050526,G3XA12
4933408B17Rik,current symbol,MGI:3045347,4933408B17Rik,RIKEN cDNA 4933408B17 gene,protein coding gene,ENSMUSG00000049357,D6RFA1
4933409G03Rik,current symbol,MGI:3045336,4933409G03Rik,RIKEN cDNA 4933409G03 gene,protein coding gene,ENSMUSG00000053896,F6YRC2
4933411G11Rik,old symbol,MGI:3612701,Spdye4b,"speedy/RINGO cell cycle regulator family, member E4B",protein coding gene,ENSMUSG00000029586,Q8CDE8
4933411K16Rik,current symbol,MGI:1914015,4933411K16Rik,RIKEN cDNA 4933411K16 gene,protein coding gene,ENSMUSG00000090369,Q80Y39
4933412E24Rik,current symbol,MGI:1918338,4933412E24Rik,RIKEN cDNA 4933412E24 gene,protein coding gene,ENSMUSG00000071749,Q9D454
4933413G19Rik,current symbol,MGI:1918399,4933413G19Rik,RIKEN cDNA 4933413G19 gene,protein coding gene,ENSMUSG00000079304,Q3TTI8
4933415F23Rik,current symbol,MGI:1914005,4933415F23Rik,RIKEN cDNA 4933415F23 gene,protein coding gene,ENSMUSG00000073730,Q14BX6
4933416C03Rik,current symbol,MGI:3588269,4933416C03Rik,RIKEN cDNA 4933416C03 gene,protein coding gene,ENSMUSG00000074734,Q3V063
4933416I08Rik,current symbol,MGI:1918409,4933416I08Rik,RIKEN cDNA 4933416I08 gene,pseudogene,ENSMUSG00000071763,
4933417A18Rik,current symbol,MGI:1914011,4933417A18Rik,RIKEN cDNA 4933417A18 gene,protein coding gene,ENSMUSG00000021415,Q497N7
4933421I07Rik,current symbol,MGI:1918412,4933421I07Rik,RIKEN cDNA 4933421I07 gene,protein coding gene,ENSMUSG00000030463,Q9D420
4933422H20Rik,old symbol,MGI:3588186,Trim80,tripartite motif-containing 80,protein coding gene,ENSMUSG00000070332,Q3V061
4933425L06Rik,current symbol,MGI:1914013,4933425L06Rik,RIKEN cDNA 4933425L06 gene,protein coding gene,ENSMUSG00000021718,Q9D3Z8
4933426M11Rik,old symbol,MGI:2444661,Susd6,sushi domain containing 6,protein coding gene,ENSMUSG00000021133,Q8BGE4
4933427D06Rik,current symbol,MGI:3026922,4933427D06Rik,RIKEN cDNA 4933427D06 gene,lincRNA gene,ENSMUSG00000055403,Q4KMM7
4933427D14Rik,current symbol,MGI:1921727,4933427D14Rik,RIKEN cDNA 4933427D14 gene,protein coding gene,ENSMUSG00000020807,Q6A000
4933427G17Rik,old symbol,MGI:1921716,Mfsd13b,major facilitator superfamily domain containing 13B,protein coding gene,ENSMUSG00000030877,A0A1L1SUA2
4933430I17Rik,current symbol,MGI:3045314,4933430I17Rik,RIKEN cDNA 4933430I17 gene,protein coding gene,ENSMUSG00000058046,Q14AX1
4933433C11Rik,old symbol,MGI:1921722,Stpg3,sperm tail PG rich repeat containing 3,protein coding gene,ENSMUSG00000036770,A2RSX4
4933434E20Rik,current symbol,MGI:1914027,4933434E20Rik,RIKEN cDNA 4933434E20 gene,protein coding gene,ENSMUSG00000027942,
4933436I01Rik,current symbol,MGI:1914030,4933436I01Rik,RIKEN cDNA 4933436I01 gene,protein coding gene,ENSMUSG00000025288,Q9CUF7
5031410I06Rik,current symbol,MGI:3036277,5031410I06Rik,RIKEN cDNA 5031410I06 gene,protein coding gene,ENSMUSG00000051940,E9Q4E0
5031414D18Rik,old symbol,MGI:2685590,Rubcnl,RUN and cysteine rich domain containing beclin 1 interacting protein like,protein coding gene,ENSMUSG00000034959,Q3TD16
5031439G07Rik,current symbol,MGI:2444899,5031439G07Rik,RIKEN cDNA 5031439G07 gene,protein coding gene,ENSMUSG00000036046,Q3UE31
5330417C22Rik,current symbol,MGI:1923930,5330417C22Rik,RIKEN cDNA 5330417C22 gene,protein coding gene,ENSMUSG00000040412,A2AFS3
5430401F13Rik,current symbol,MGI:1918642,5430401F13Rik,RIKEN cDNA 5430401F13 gene,protein coding gene,ENSMUSG00000094113,E9Q328
5430402E10Rik,current symbol,MGI:1918601,5430402E10Rik,RIKEN cDNA 5430402E10 gene,protein coding gene,ENSMUSG00000044121,A0A0D3M039
5430419D17Rik,current symbol,MGI:1918645,5430419D17Rik,RIKEN cDNA 5430419D17 gene,protein coding gene,ENSMUSG00000006204,Q8BZE1
5430421N21Rik,old symbol,MGI:3690448,Krt83,keratin 83,protein coding gene,ENSMUSG00000067613,E9Q1Y9
5430427O19Rik,current symbol,MGI:1918648,5430427O19Rik,RIKEN cDNA 5430427O19 gene,protein coding gene,ENSMUSG00000025058,Q9D3J9
5430435G22Rik,old symbol,MGI:2442295,Rab7b,"RAB7B, member RAS oncogene family",protein coding gene,ENSMUSG00000052688,Q8VEA8
5530400C23Rik,current symbol,MGI:1918650,5530400C23Rik,RIKEN cDNA 5530400C23 gene,protein coding gene,ENSMUSG00000055594,Q9D3I0
5730409E04Rik,current symbol,MGI:3609248,5730409E04Rik,RIKEN cDNA 5730409E04Rik gene,protein coding gene,ENSMUSG00000073755,Q8BP99
5730455P16Rik,current symbol,MGI:1917841,5730455P16Rik,RIKEN cDNA 5730455P16 gene,protein coding gene,ENSMUSG00000057181,Q9CYI0
5730507C01Rik,current symbol,MGI:1917882,5730507C01Rik,RIKEN cDNA 5730507C01 gene,protein coding gene,ENSMUSG00000073197,B9EKH7
5730508B09Rik,current symbol,MGI:1917867,5730508B09Rik,RIKEN cDNA 5730508B09 gene,protein coding gene,ENSMUSG00000050549,Q9CZL2
5730559C18Rik,current symbol,MGI:1921579,5730559C18Rik,RIKEN cDNA 5730559C18 gene,protein coding gene,ENSMUSG00000041605,Q7TN12
5830403L16Rik,old symbol,MGI:1923273,Teddm2,transmembrane epididymal family member 2,protein coding gene,ENSMUSG00000045968,A2RRY4
5830411N06Rik,current symbol,MGI:2443685,5830411N06Rik,RIKEN cDNA 5830411N06 gene,protein coding gene,ENSMUSG00000054672,B3F5L4
5830415F09Rik,old symbol,MGI:1922003,Trmo,tRNA methyltransferase O,protein coding gene,ENSMUSG00000028331,Q562D6
5830418K08Rik,old symbol,MGI:2442521,Cep295,centrosomal protein 295,protein coding gene,ENSMUSG00000046111,Q8BQ48
5830473C10Rik,current symbol,MGI:1923342,5830473C10Rik,RIKEN cDNA 5830473C10 gene,protein coding gene,ENSMUSG00000070690,A0A0J9YV75
6030419C18Rik,current symbol,MGI:2442108,6030419C18Rik,RIKEN cDNA 6030419C18 gene,protein coding gene,ENSMUSG00000066607,Q8CD60
6030458C11Rik,current symbol,MGI:1925127,6030458C11Rik,RIKEN cDNA 6030458C11 gene,protein coding gene,ENSMUSG00000022195,Q8BGC1
6030468B19Rik,current symbol,MGI:1924977,6030468B19Rik,RIKEN cDNA 6030468B19 gene,protein coding gene,ENSMUSG00000025573,Q9CX63
6030498E09Rik,current symbol,MGI:1925133,6030498E09Rik,RIKEN cDNA 6030498E09 gene,protein coding gene,ENSMUSG00000051361,B1AX85
6330403A02Rik,old symbol,MGI:2138735,Stum,mechanosensory transduction mediator,protein coding gene,ENSMUSG00000053963,Q0VBF8
6330403K07Rik,current symbol,MGI:1918001,6330403K07Rik,RIKEN cDNA 6330403K07 gene,lincRNA gene,ENSMUSG00000018451,Q6NSQ3
6330408A02Rik,current symbol,MGI:2447816,6330408A02Rik,RIKEN cDNA 6330408A02 gene,protein coding gene,ENSMUSG00000070814,Q6DI92
6330409D20Rik,current symbol,MGI:1917980,6330409D20Rik,RIKEN cDNA 6330409D20 gene,protein coding gene,ENSMUSG00000009551,A2AK85
6330416G13Rik,old symbol,MGI:1913920,Tmem268,transmembrane protein 268,protein coding gene,ENSMUSG00000045917,Q8R239
6430531B16Rik,current symbol,MGI:2685939,6430531B16Rik,RIKEN cDNA 6430531B16 gene,protein coding gene,ENSMUSG00000073795,A0A1B0GR09
6430548M08Rik,current symbol,MGI:2443793,6430548M08Rik,RIKEN cDNA 6430548M08 gene,protein coding gene,ENSMUSG00000031824,Q8R0A7
6430550D23Rik,current symbol,MGI:2443361,6430550D23Rik,RIKEN cDNA 6430550D23 gene,protein coding gene,ENSMUSG00000074646,A3KGJ9
6430571L13Rik,current symbol,MGI:2445137,6430571L13Rik,RIKEN cDNA 6430571L13 gene,protein coding gene,ENSMUSG00000037977,Q8BGK9
6430573F11Rik,current symbol,MGI:2442328,6430573F11Rik,RIKEN cDNA 6430573F11 gene,protein coding gene,ENSMUSG00000039620,Q80WQ4
6720489N17Rik,current symbol,MGI:2443901,6720489N17Rik,RIKEN cDNA 6720489N17 gene,protein coding gene,ENSMUSG00000072066,F7A5Y7
7420426K07Rik,current symbol,MGI:3588253,7420426K07Rik,RIKEN cDNA 7420426K07 gene,protein coding gene,ENSMUSG00000074123,Q3UX66
7420461P10Rik,current symbol,MGI:3642786,7420461P10Rik,RIKEN cDNA 7420461P10 gene,protein coding gene,ENSMUSG00000091060,A0A0A6YX39
7530416G11Rik,current symbol,MGI:3036279,7530416G11Rik,RIKEN cDNA 7530416G11 gene,protein coding gene,ENSMUSG00000096607,J3QJX6
8030411F24Rik,current symbol,MGI:1925859,8030411F24Rik,RIKEN cDNA 8030411F24 gene,protein coding gene,ENSMUSG00000027444,Q8VII3
8030423J24Rik,current symbol,MGI:1924416,8030423J24Rik,RIKEN cDNA 8030423J24 gene,protein coding gene,ENSMUSG00000021600,Q9CX45
8030462N17Rik,current symbol,MGI:2444951,8030462N17Rik,RIKEN cDNA 8030462N17 gene,protein coding gene,ENSMUSG00000047466,
8430408G22Rik,current symbol,MGI:1918730,8430408G22Rik,RIKEN cDNA 8430408G22 gene,protein coding gene,ENSMUSG00000048489,Q8K2F3
8430419L09Rik,old symbol,MGI:1921775,Fam234b,"family with sequence similarity 234, member B",protein coding gene,ENSMUSG00000030207,Q8BYI8
9030025P20Rik,current symbol,MGI:3583895,9030025P20Rik,RIKEN cDNA 9030025P20 gene,protein coding gene,,
9030617O03Rik,current symbol,MGI:2444813,9030617O03Rik,RIKEN cDNA 9030617O03 gene,protein coding gene,ENSMUSG00000021185,Q8BH86
9030624G23Rik,current symbol,MGI:1914058,9030624G23Rik,RIKEN cDNA 9030624G23 gene,protein coding gene,ENSMUSG00000073158,Q9D308
9030624J02Rik,current symbol,MGI:1918767,9030624J02Rik,RIKEN cDNA 9030624J02 gene,protein coding gene,ENSMUSG00000030982,Q8BWQ6
9130008F23Rik,current symbol,MGI:1918833,9130008F23Rik,RIKEN cDNA 9130008F23 gene,protein coding gene,ENSMUSG00000054951,Q9D2Z6
9130011E15Rik,current symbol,MGI:1918867,9130011E15Rik,RIKEN cDNA 9130011E15 gene,protein coding gene,ENSMUSG00000039901,Q6PD19
9130019O22Rik,current symbol,MGI:1926171,9130019O22Rik,RIKEN cDNA 9130019O22 gene,protein coding gene,ENSMUSG00000030823,E9PX22
9130023H24Rik,current symbol,MGI:2442738,9130023H24Rik,RIKEN cDNA 9130023H24 gene,protein coding gene,ENSMUSG00000062944,Q8BG98
9130204L05Rik,current symbol,MGI:2684973,9130204L05Rik,RIKEN cDNA 9130204L05 gene,protein coding gene,ENSMUSG00000091175,G3UWB8
9130401M01Rik,current symbol,MGI:1923008,9130401M01Rik,RIKEN cDNA 9130401M01 gene,protein coding gene,ENSMUSG00000101892,Q9D2X8
9130409I23Rik,current symbol,MGI:3588271,9130409I23Rik,RIKEN cDNA 9130409I23 gene,protein coding gene,ENSMUSG00000038768,Q3TS87
9230104L09Rik,current symbol,MGI:1924955,9230104L09Rik,RIKEN cDNA 9230104L09 gene,protein coding gene,ENSMUSG00000027446,Q3SXH5
9230110C19Rik,current symbol,MGI:3045346,9230110C19Rik,RIKEN cDNA 9230110C19 gene,protein coding gene,ENSMUSG00000053070,A0JP49
9230110F15Rik,current symbol,MGI:1924330,9230110F15Rik,RIKEN cDNA 9230110F15 gene,protein coding gene,ENSMUSG00000047980,Q9D262
9230112D13Rik,current symbol,MGI:1925493,9230112D13Rik,RIKEN cDNA 9230112D13 gene,protein coding gene,ENSMUSG00000021797,Q9D260
9330159F19Rik,current symbol,MGI:3036239,9330159F19Rik,RIKEN cDNA 9330159F19 gene,protein coding gene,ENSMUSG00000004360,A0A1L1SS16
9330182L06Rik,current symbol,MGI:2443264,9330182L06Rik,RIKEN cDNA 9330182L06 gene,protein coding gene,ENSMUSG00000056004,Q3UZV7
9330182O14Rik,current symbol,MGI:3045378,9330182O14Rik,RIKEN cDNA 9330182O14 gene,protein coding gene,ENSMUSG00000094112,J3QNB2
9430007A20Rik,current symbol,MGI:2685880,9430007A20Rik,RIKEN cDNA 9430007A20 gene,protein coding gene,ENSMUSG00000028593,Q8BM81
9430015G10Rik,current symbol,MGI:2444364,9430015G10Rik,RIKEN cDNA 9430015G10 gene,protein coding gene,ENSMUSG00000059939,A2ASP7
9430016H08Rik,old symbol,MGI:1915365,Maip1,matrix AAA peptidase interacting protein 1,protein coding gene,ENSMUSG00000025971,Q8BHE8
9430020K01Rik,current symbol,MGI:2685174,9430020K01Rik,RIKEN cDNA 9430020K01 gene,protein coding gene,ENSMUSG00000033960,Q5DTX6
9430038I01Rik,current symbol,MGI:1924502,9430038I01Rik,RIKEN cDNA 9430038I01 gene,protein coding gene,ENSMUSG00000040139,D3YTU4
9430069I07Rik,current symbol,MGI:1924608,9430069I07Rik,RIKEN cDNA 9430069I07 gene,protein coding gene,ENSMUSG00000094447,Q9CX21
9530002B09Rik,current symbol,MGI:1924682,9530002B09Rik,RIKEN cDNA 9530002B09 gene,protein coding gene,ENSMUSG00000023263,Q8R2F8
9530003J23Rik,current symbol,MGI:1924647,9530003J23Rik,RIKEN cDNA 9530003J23 gene,protein coding gene,ENSMUSG00000020177,Q8BM26
9530053A07Rik,current symbol,MGI:2442118,9530053A07Rik,RIKEN cDNA 9530053A07 gene,protein coding gene,ENSMUSG00000078776,A1L0S2
9530068E07Rik,current symbol,MGI:2654705,9530068E07Rik,RIKEN cDNA 9530068E07 gene,protein coding gene,ENSMUSG00000036275,Q8K201
9530077C05Rik,current symbol,MGI:1915533,9530077C05Rik,RIKEN cDNA 9530077C05 gene,protein coding gene,ENSMUSG00000036411,Q7TQE7
9630033F20Rik,old symbol,MGI:2442752,Tigar,Trp53 induced glycolysis repulatory phosphatase,protein coding gene,ENSMUSG00000038028,Q8BZA9
9830107B12Rik,current symbol,MGI:3608415,9830107B12Rik,RIKEN cDNA 9830107B12 gene,protein coding gene,ENSMUSG00000073386,
9830147E19Rik,old symbol,MGI:3036263,Zfp976,zinc finger protein 976,protein coding gene,ENSMUSG00000074158,
